MODO,METAL,ESPECIE,DIA ,MES ,AÑO,LOCALIDAD,PAIS,EDAD,SEXO,ANILLADOR,Grasa,Ala,peso,tarso,pico,cola,Hora,Dias,Kms,Observaciones
A,5935059,Luscinia svecica,21,7,1996,"Averbode, Brabant",Belgica,3,0,Extranjero,,,,,,,,,,Anillamiento
C,5935059,Luscinia svecica,17,11,1997,"La Marmoleja, Puebla del Rio, Sevilla",España,4,0,M. Vazquez,,,,,,,,484,1761,control 
A,6442053,Luscinia svecica,3,9,1997,"Assenede, Oost Vlaanderen, Flandes Oriental",Belgica,3,1,Extranjero,,,,,,,,,,Anillamiento
C,6442053,Luscinia svecica,26,1,1998,"La Marmoleja, Puebla del Rio, Sevilla",España,5,1,M. Vazquez,,,,,,,,145,1734,control 
A,8525141,Luscinia svecica,17,8,2003,"Veurne, West Vlaanderen, Flandes",Belgica,3,1,Extranjero,,,,,,,,,,Anillamiento
C,8525141,Luscinia svecica,14,10,2003,"Vejer de la Frontera, Cadiz",España,3,1,M. Vazquez,,,,,,,,58,1781,control 
A,L110210,Luscinia svecica,7,12,1999,"Brazo del Este, Puebla del Rio, Sevilla",España,4,2,Zamalla,,,,,,,,,,Anillamiento
C,L110210,Luscinia svecica,24,8,2000,"Saint Vigor D´Ymonville, Seine Maritime",Francia,4,2,Extranjero,,,,,,,,261,1454,control 
A,L240620,Luscinia svecica,3,1,1999,"Laguna del Gobierno, Lantejuela,Sevilla",España,5,1,Zamalla,,,,,,,,,,Anillamiento
C,L240620,Luscinia svecica,8,5,2001,"Mokkeban, Laaxum, Friesland",Holanda,4,1,Extranjero,,,,,,,,856,1909,control 
A,3284439,Luscinia svecica,22,8,1996,"Chenac, Saint Seurin D´Uzet, Charente Maritime",Francia,2,1,Extranjero,,,,,,,,,,Anillamiento
C,3284439,Luscinia svecica,26,1,1998,"La Marmoleja, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,,,,,,,,522,1012,control 
C,3284439,Luscinia svecica,5,10,1999,"La Marmoleja, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,,,,,,,,1139,1012,control 
A,5019843,Luscinia svecica,1,9,2004,"Citerne Nord, Floirac, Charente Maritime",Francia,4,1,Extranjero,,,,,,,,,,Anillamiento
C,5019843,Luscinia svecica,30,9,2005,"Caño Navarro, Coria del Rio, Sevilla",España,4,1,M. Vazquez,,,,,,,,394,1011,control 
A,F901728,Luscinia svecica,3,7,1997,"Ballum, Hollum, Ameland",Holanda,4,1,Extranjero,,,,,,,,,,Anillamiento
C,F901728,Luscinia svecica,9,2,1998,"La Marmoleja, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,,,,,,,,221,2012,control 
A,A979315,Erithacus rubecula,20,9,1998,"Voslapper Groden, Weser Ems, Excep Islas",Alemania,4,0,Extranjero,,,,,,,,,,Anillamiento
C,A979315,Erithacus rubecula,24,1,1999,"Refugio de las Serpientes, Estepa, Sevilla",España,4,0,M. Vazquez,,,,,,,,126,2070,control 
A,6789630,Erithacus rubecula,24,9,1998,"Oud Turnhout, Antwerpen, Amberes",Belgica,2,0,Extranjero,,,,,,,,,,Anillamiento
C,6789630,Erithacus rubecula,27,11,1998,"El Alamillo, Sevilla",España,2,0,M. Vazquez,,,,,,,,64,1771,control 
A,K624535,Erithacus rubecula,28,9,1994,"Castione Della Presolana, Bergamo",Italia,4,0,Extranjero,,,,,,,,,,Anillamiento
C,K624535,Erithacus rubecula,11,11,1995,"El Cuervo, Lebrija, Sevilla",España,2,0,Zamalla,,,,,,,,409,1676,Cazada
A,3064312,Turdus merula,3,12,1996,"Valle de Hecho, Huesca",España,2,2,Extranjero,,,,,,,,,,Anillamiento
C,3064312,Turdus merula,25,12,1998,"Lure, Roye, Haute Saone",Francia,2,0,Zamalla,,,,,,,,752,820,Encontrado muerto
A,3090328,Turdus merula,12,12,1997,"El Alamillo, Sevilla",España,3,2,Extranjero,,,,,,,,,,Anillamiento
C,3090328,Turdus merula,13,4,1998,"Rimont, Ariege",Francia,2,0,Zamalla,,,,,,,,122,1574,Capturada por buho o rapaz
A,P464837,Turdus iliacus,10,10,1989,"Lagskar, Lemland Ahvenanmaa, Aland",Finlandia,4,0,Extranjero,,,,,,,,,,Anillamiento
C,P464837,Turdus iliacus,15,12,1990,"Badajoz, Badajoz",España,4,0,M. Vazquez,,,,,,,,430,2995,Cazado con escopeta
A,3X20438,Turdus iliacus,11,10,1976,"Zulte, Oost Vlaanderen, Flandes Oriental",Belgica,2,0,Extranjero,,,,,,,,,,Anillamiento
C,3X20438,Turdus iliacus,25,11,1977,"Constantina, Sevilla",España,2,0,M. Vazquez,,,,,,,,410,1612,Cazado con escopeta
A,3X24067,Turdus iliacus,21,11,1976,"Zulte, Oost Vlaanderen, Flandes Oriental",Belgica,2,0,Extranjero,,,,,,,,,,Anillamiento
C,3X24067,Turdus iliacus,31,12,1977,"Constantina, Sevilla",España,2,0,M. Vazquez,,,,,,,,405,1612,Cazado con escopeta
A,13Z8467,Turdus iliacus,1,11,1983,"Retie, Antwerpen, Amberes",Belgica,2,0,Extranjero,,,,,,,,,,Anillamiento
C,13Z8467,Turdus iliacus,15,12,1989,"El Viso del Alcor, Sevilla",España,2,0,M. Vazquez,,,,,,,,2236,1759,Cazado con escopeta
A,P285721,Turdus iliacus,13,6,1972,"Karkkila, Uusimaa, Nyland",Finlandia,2,1,Extranjero,,,,,,,,,,Anillamiento
C,P285721,Turdus iliacus,7,1,1974,"Finca Campanilla, Constantina, Sevilla",España,2,0,M. Vazquez,,,,,,,,573,3264,Cazado con escopeta
A,P429282,Turdus iliacus,29,6,1987,"Yjapa, Hame, Tavastehus",Finlandia,1,0,Extranjero,,,,,,,,,,Anillamiento
C,P429282,Turdus iliacus,23,11,1999,"Constantina, Sevilla",España,2,0,M. Vazquez,,,,,,,,4530,3242,Cazado con escopeta fecha carta
A,NA063066,Turdus philomelos,2,7,1997,"Falkensee, Postdam",Alemania,5,2,Extranjero,,,,,,,,,,Anillamiento
C,NA063066,Turdus philomelos,30,1,1999,"Marchena, Sevilla",España,2,0,M. Vazquez,,,,,,,,577,2219,Cazado con escopeta
A,NA092953,Turdus philomelos,9,8,2003,"Reifenstein, Sachsen & Thuringen",Alemania,3,0,Extranjero,,,,,,,,,,Anillamiento
C,NA092953,Turdus philomelos,7,12,2003,"Herrera del Duque, Badajoz",España,3,0,M. Vazquez,,,,,,,,120,1796,Cazado con escopeta
A,16Z39840,Turdus philomelos,2,10,1996,"Awirs, Luik, Lieja",Belgica,3,0,Extranjero,,,,,,,,,,Anillamiento
C,16Z39840,Turdus philomelos,15,1,1999,"Guadalcanal, Sevilla",España,2,0,M. Vazquez,,,,,,,,835,1646,Cazado con escopeta
A,19Z16266,Turdus philomelos,1,10,2002,"Brecht, Antwerpen, Amberes",Belgica,3,0,Extranjero,,,,,,,,,,Anillamiento
C,19Z16266,Turdus philomelos,7,2,2003,"Olvera de la Sierra, Cadiz",España,2,0,M. Vazquez,,,,,,,,129,1782,Cazado con escopeta
A,8911871,Turdus philomelos,23,9,1992,"Christianso, Ertholmene, Bornholm",Dinamarca,3,0,Extranjero,,,,,,,,,,Anillamiento
C,8911871,Turdus philomelos,23,11,1999,"Constantina, Sevilla",España,2,0,M. Vazquez,,,,,,,,2617,2483,Cazado con escopeta fecha carta
A,8A08324,Turdus philomelos,17,10,2005,"Hanstholm, Jylland",Dinamarca,3,0,Extranjero,,,,,,,,,,Anillamiento
C,8A08324,Turdus philomelos,15,12,2005,"Dehesa de Abajo, Puebla del Rio, Sevilla",España,3,0,M. Vazquez,,,,,,,,59,2476,Cazado con escopeta
A,3090351,Turdus philomelos,1,1,1998,"El Alamillo, Sevilla",España,5,0,M. Vazquez,,,,,,,,,,Anillamiento
C,3090351,Turdus philomelos,15,6,2000,"Svanholm Estate, Skibby, Sjaelland",Dinamarca,4,0,Particular,,,,,,,,896,2443,Atropellado
A,GC44024,Turdus philomelos,20,10,1973,"Arzon, Morbihan",Francia,3,0,Extranjero,,,,,,,,,,Anillamiento
C,GC44024,Turdus philomelos,1,7,1977,"Constantina, Sevilla",España,2,0,M. Vazquez,,,,,,,,1350,1098,Cazado con escopeta fecha carta
A,P533198,Turdus philomelos,21,9,2003,"Jurmo, Hame, Tavastehus",Finlandia,3,0,Extranjero,,,,,,,,,,Anillamiento
C,P533198,Turdus philomelos,7,12,2003,"Malpartida de Plasencia, Caceres",España,2,0,M. Vazquez,,,,,,,,77,2926,Cazado con escopeta
A,T049835,Turdus philomelos,4,6,1990,Girionys,Lituania,1,0,Extranjero,,,,,,,,,,Anillamiento
C,T049835,Turdus philomelos,15,12,1991,"El Viso del Alcor, Sevilla",España,3,0,M. Vazquez,,,,,,,,559,2970,Cazado con escopeta
A,KV01761,Turdus philomelos,4,10,1999,"Ventes Ragas, Silute",Lituania,3,0,Extranjero,,,,,,,,,,Anillamiento
C,KV01761,Turdus philomelos,18,12,2000,"Hinojos, Huelva",España,2,0,M. Vazquez,,,,,,,,441,2883,Cazado con escopeta
A,4425202,Turdus philomelos,1,10,1998,"Faro de Falsterbo, Malmohus",Suecia,3,0,Extranjero,,,,,,,,,,Anillamiento
C,4425202,Turdus philomelos,20,11,1998,"Gerena, Sevilla",España,3,0,M. Vazquez,,,,,,,,50,2442,Cazado con escopeta
A,191338,Remiz pendulinus,3,12,1987,"Vuelta El Cojo, Puebla del Rio, Sevilla",España,3,2,M. Vazquez,,,,,,,,,,Anillamiento
C,191338,Remiz pendulinus,2,9,1989,"Semlim, Rathenow, Postdam",Alemania,4,2,Extranjero,,,,,,,,639,2389,control
A,VT56739,Fringilla coelebs,9,9,2005,"Ventes Ragas, Silute",Lituania,3,2,Zamalla,,,,,,,,,,Anillamiento
C,VT56739,Fringilla coelebs,12,3,2006,"Laguna del Gobierno, Lantejuela,Sevilla",España,4,2,Extranjero,,,,,,,,184,2815,control
A,E626836,Fringilla montifringilla,5,10,1986,"Lanenen, Berna",Suiza,3,2,Extranjero,,,,,,,,,,Anillamiento
C,E626836,Fringilla montifringilla,20,11,1987,"Rio Viejo, Coria del Rio, Sevilla",España,4,2,M. Vazquez,,,,,,,,410,1498,Cazada con red de tiro no se libera
A,25V53778,Carduelis chloris,2,5,1986,"Herve, Lieja",Belgica,2,1,Extranjero,,,,,,,,,,Anillamiento
C,25V53778,Carduelis chloris,15,1,1987,"Los Palacios, Sevilla",España,1,0,M. Vazquez,,,,,,,,258,1765,Cazada con red de tiro no se libera
A,32V18367,Carduelis chloris,23,4,1990,"Awirs, Luik, Lieja",Belgica,5,1,Extranjero,,,,,,,,,,Anillamiento
C,32V18367,Carduelis chloris,3,11,1990,"El Campanario, Aznalcollar, Sevilla",España,2,0,M. Vazquez,,,,,,,,,,Cazada con red de tiro no se libera
A,2348507,Carduelis cannabina,10,10,1986,"Merksplas, Antwerpen, Amberes",Belgica,6,1,Extranjero,,,,,,,,,,Anillamiento
C,2348507,Carduelis cannabina,12,11,1986,"Lora del Rio, Sevilla",España,2,0,M. Vazquez,,,,,,,,32,1730,Cazada
A,2347511,Carduelis cannabina,4,10,1986,"Merksplas, Antwerpen, Amberes",Belgica,6,2,Extranjero,,,,,,,,,,Anillamiento
C,2347511,Carduelis cannabina,25,11,1986,"Cortijo Atalaya, Puebla del Rio, Sevilla",España,2,0,M. Vazquez,,,,,,,,51,1789,Cazada
A,7981170,Carduelis cannabina,23,9,2002,"Kasterlee, Antwerpen, Amberes",Belgica,2,2,Extranjero,,,,,,,,,,Anillamiento
C,7981170,Carduelis cannabina,15,12,2002,"Alcala de Guadaira, Sevilla",España,2,0,M. Vazquez,,,,,,,,83,1768,Cazada
A,2969854,Carduelis spinus,30,10,1996,"Hoeilaart, Brabant",Belgica,3,1,Extranjero,,,,,,,,,,Anillamiento
C,2969854,Carduelis spinus,28,2,1998,"Pilas, Sevilla",España,4,1,M. Vazquez,,,,,,,,486,1722,control
A,927168,Carduelis spinus,17,1,1998,"Pilas, Sevilla",España,4,1,M. Vazquez,,,,,,,,,,Anillamiento
C,927168,Carduelis spinus,12,5,1999,"Vakkila, Huittinene Turku-Pori, Abo-Bjorneborg",Finlandia,2,0,Extranjero,,,,,,,,480,3331,Encontrado muerto
A,927281,Carduelis spinus,24,1,1998,"Pilas, Sevilla",España,4,1,M. Vazquez,,,,,,,,,,Anillamiento
C,927281,Carduelis spinus,1,4,2002,"Plauen, Sachsen Anhalt",Alemania,2,0,Extranjero,,,,,,,,1528,2067,Encontrado muerto
A,927327,Carduelis spinus,24,1,1998,"Pilas, Sevilla",España,4,1,M. Vazquez,,,,,,,,,,Anillamiento
C,927327,Carduelis spinus,15,3,1999,"Hamilton, Strathclyde Region",Gran Bretaña,4,1,Extranjero,,,,,,,,415,2059,control
A,927766,Carduelis spinus,28,2,1998,"Pilas, Sevilla",España,6,1,M. Vazquez,,,,,,,,,,Anillamiento
C,927766,Carduelis spinus,23,10,1998,"Stomorska, Isaland Solta, Hrvatsku",Croacia,2,0,Extranjero,,,,,,,,237,2027,Capturada para enjaular
A,LF7183,Carduelis spinus,19,9,1996,"Neringos Stac., Kursiv Nerija",Lituania,3,1,Extranjero,,,,,,,,,,Anillamiento
C,LF7183,Carduelis spinus,15,1,1998,"Moguer, Huelva",España,2,0,M. Vazquez,,,,,,,,483,2912,Cazada
A,H735093,Carduelis spinus,27,9,1997,"Rinnleiret, Nord Trondelag",Noruega,3,1,Extranjero,,,,,,,,,,Anillamiento
C,H735093,Carduelis spinus,24,1,1998,"Pilas, Sevilla",España,5,1,M. Vazquez,,,,,,,,119,3173,control
A,XC917514,Carduelis spinus,31,8,1995,"Gumbaritsy, Leningrado",Rusia,3,1,Extranjero,,,,,,,,,,Anillamiento
C,XC917514,Carduelis spinus,24,1,1998,"Pilas, Sevilla",España,4,1,M. Vazquez,,,,,,,,877,3802,control
A,BJ74350,Carduelis spinus,5,5,1997,"Mockebo, Oskarshamn, Kalmar",Suecia,5,2,Extranjero,,,,,,,,,,Anillamiento
C,BJ74350,Carduelis spinus,24,1,1998,"Pilas, Sevilla",España,4,2,M. Vazquez,,,,,,,,264,2780,control
A,A816592,Carduelis spinus,13,10,1996,"Col de Jaman, Vaud",Suiza,3,1,Extranjero,,,,,,,,,,Anillamiento
C,A816592,Carduelis spinus,28,2,1998,"Pilas, Sevilla",España,4,1,M. Vazquez,,,,,,,,503,1491,control
A,B031074,Carduelis spinus,29,9,2001,"Col de Jaman, Vaud",Suiza,3,2,Extranjero,,,,,,,,,,Anillamiento
C,B031074,Carduelis spinus,12,12,2001,"Aracena, Huelva",España,3,2,M. Vazquez,,,,,,,,74,1461,control
A,CT1366,Emberiza schoeniclus,29,9,1990,"Kauerlacher, Weiher Bei Karm, Mittelfranken",Alemania,4,1,Radolfzell,,,,,,,,,,Anillamiento
C,CT1366,Emberiza schoeniclus,16,12,1990,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,,,,,,,,77,1932,control
A,L796763,Emberiza schoeniclus,2,11,2003,"Laguna del Gobierno, Lantejuela,Sevilla",España,3,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L796763,Emberiza schoeniclus,18,10,2006,"Payerne, Vaud",Suiza,4,0,Sempach,,,,,,,,1081,1449,control
A,SA782570,Emberiza schoeniclus,24,1,1988,"Etang de Lanet, Pirineos Orientales",Francia,2,1,Extranjero,,,,,,,,,,Anillamiento
C,SA782570,Emberiza schoeniclus,17,11,1988,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,2,1,M. Vazquez,3,76,19,,,,,,,control
A,2979652,Emberiza schoeniclus,5,11,1987,"La Capeliere, Arles, Bouches de Rhone",Francia,3,1,Extranjero,,,,,,,,,,Anillamiento
C,2979652,Emberiza schoeniclus,4,2,1990,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,,,,,,,,822,1140,control
A,3323221,Emberiza schoeniclus,11,10,1989,"ST Savinien, Charente Maritime",Francia,3,1,Extranjero,,,,,,,,,,Anillamiento
C,3323221,Emberiza schoeniclus,17,11,1990,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,,,,,,,,401,1057,control
A,2966907,Sylvia atricapilla,9,2,2003,"Laguna del Gobierno, Lantejuela,Sevilla",España,3,1,M. Vazquez,,,,,,,,,,Anillamiento
C,2966907,Sylvia atricapilla,15,7,2003,"Lelystad, Ijsselmeerpolders",Holanda,2,1,Extranjero,,,,,,,,156,1879,control
A,G87899,Phylloscopus collybita,8,9,2007,"Landgoed de Hoort, Limburg",Holanda,3,2,Extranjero,,,,,,,,,,Anillamiento
C,G87899,Phylloscopus collybita,21,10,2007,"Laguna del Gobierno, Lantejuela,Sevilla",España,2,0,M. Vazquez,,,,,,,,43,1763,control
A,BD07826,Sylvia atricapilla,20,9,2007,"Villeton, Lot et Garonne",Francia,3,1,Extranjero,,,,,,,,,,Anillamiento
C,BD07826,Sylvia atricapilla,3,11,2007,"Laguna del Gobierno, Lantejuela,Sevilla",España,3,1,M. Vazquez,,,,,,,,44,913,control
A,AK02714,Acrocephalus scirpaceus,18,6,2005,"Overijssel, Overijssel ",Holanda,1,0,Extranjero,,,,,,,,,,Anillamiento
C,AK02714,Acrocephalus scirpaceus,25,8,2006,"Caño Navarro, Coria del Rio, Sevilla",España,4,0,M. Vazquez,,,,,,,,433,1941,control
A,3196490,Sturnus vulgaris,22,11,2001,"La Fao, Aznalcazar, Sevilla",España,4,2,M. Vazquez,,,,,,,,,,Anillamiento
C,3196490,Sturnus vulgaris,21,1,2003,"Cast o Sangallo, Roma",Italia,2,0,Extranjero,,,,,,,,425,1692,Cazada con escopeta
A,2A168831,Sylvia atricapilla,10,11,2007,"Los Toruños, El Puerto de Santa Maria, Cadiz",España,3,2,M. Vazquez,,,,,,,,,,Anillamiento
C,2A168831,Sylvia atricapilla,13,4,2009,"Ubersyren, Gran Ducado de Luxemburgo",Luxemburgo,4,2,Extranjero,,75,18.7,,,,,520,1762,control
A,P574855,Motacilla alba yarrellii,21,8,2002,"Rodbaston, Stafford, Staffordshire",Gran Bretaña,3,0,Extranjero,,,,,,,,,,Anillamiento
C,P574855,Motacilla alba yarrellii,14,12,2002,"Huelva, Huelva",España,3,0,Zamalla,,,,,,,,115,1755,control
A,7994732,Motacilla alba ,10,10,2001,"Sourbrodt, Luik, Lieja",Belgica,3,1,Extranjero,,,,,,,,,,Anillamiento
C,7994732,Motacilla alba ,31,1,2003,"San Pablo, Sevilla",España,4,1,M. Vazquez,2,93,26.5,,,,,478,1742,control anilla roja
A,8323554,Motacilla alba ,9,10,2002,"Spixhe, Theux, Luik Lieja",Belgica,3,0,Extranjero,,,,,,,,,,Anillamiento
C,8323554,Motacilla alba ,31,1,2003,"San Pablo, Sevilla",España,5,0,M. Vazquez,3,87.5,24.7,,,,,114,1733,control anilla naranja
A,AD70225,Motacilla alba ,25,3,2002,"Castricum, Noord Holland",Holanda,5,1,Extranjero,,,,,,,,,,Anillamiento
C,AD70225,Motacilla alba ,13,2,2003,"San Pablo, Sevilla",España,4,1,M. Vazquez,3,93,23.8,,,,,325,1874,control anilla naranja
A,VC96434,Motacilla alba ,5,10,2000,"Kreischa, Weiberitzkreis, Dresden",Alemania,2,1,Extranjero,,,,,,,,,,Anillamiento
C,VC96434,Motacilla alba ,25,2,2001,"Dos Hermanas, Sevilla",España,2,0,M. Vazquez,,,,,,,,143,2176,Cazada con escopeta
A,L628086,Motacilla alba ,22,11,2002,"San Pablo, Sevilla",España,3,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L628086,Motacilla alba ,23,4,2004,"Saint Aignan, Loire et Cher",Francia,2,0,Extranjero,,,,,,,,518,1250,Encontrado muerto
A,L765176,Motacilla alba ,13,12,2002,"San Pablo, Sevilla",España,3,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L765176,Motacilla alba ,1,3,2003,"Kampen, Drenthe",Holanda,2,0,Extranjero,,,,,,,,78,1922,Colision contra cristales
A,L765437,Motacilla alba ,20,12,2002,"San Pablo, Sevilla",España,3,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L765437,Motacilla alba ,7,7,2003,"Westerstede Mansie, Weser Ems Excep Islas",Alemania,2,0,Extranjero,,,,,,,,199,2057,Encontrado muerto
A,L768702,Motacilla alba ,13,2,2003,"San Pablo, Sevilla",España,5,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L768702,Motacilla alba ,30,5,2003,"Burghausen, Oberbayern",Alemania,2,0,Extranjero,,,,,,,,106,1936,Encontrado muerto anilla roja
A,L751801,Motacilla alba ,31,1,2003,"San Pablo, Sevilla",España,5,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L751801,Motacilla alba ,15,8,2003,"Düssnitz, Sachsen Anhalt",Alemania,5,1,Extranjero,,,,,,,,196,2171,Colision contra un coche anilla naranja
A,L751891,Motacilla alba ,31,1,2003,"San Pablo, Sevilla",España,5,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L751891,Motacilla alba ,13,6,2005,"Seesen Harz, Braunschweig Inc Hildsh",Alemania,2,0,Extranjero,,,,,,,,864,2045,Encontrado muerto anilla naranja
A,L797360,Motacilla alba ,21,11,2003,"San Pablo, Sevilla",España,3,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L797360,Motacilla alba ,8,4,2005,"Bovense Strand, Fyn",Dinamarca,4,1,Extranjero,,,,,,,,504,2362,control anilla roja leido telescopio
C,L797360,Motacilla alba ,17,4,2006,"Bovense Strand, Fyn",Dinamarca,4,1,Extranjero,,,,,,,,878,2362,control anilla roja leido telescopio
C,L797360,Motacilla alba ,15,7,2006,"Bovense Strand, Fyn",Dinamarca,4,1,Extranjero,,,,,,,,967,2363,Capturada por un gato
A,L797597,Motacilla alba ,4,12,2003,"San Pablo, Sevilla",España,3,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L797597,Motacilla alba ,19,8,2006,"Rheinbach Womersdorf, Köln",Alemania,2,0,Extranjero,,,,,,,,989,1792,Encontrado muerto anilla roja
A,L939258,Motacilla alba ,29,12,2003,"San Pablo, Sevilla",España,3,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L939258,Motacilla alba ,28,9,2004,"Offstein, Rheinhessen Pfalz",Alemania,4,1,Extranjero,,,24.4,,,,,274,1768,control
C,L939258,Motacilla alba ,11,4,2005,"Kreischa, Dresden",Alemania,4,1,Extranjero,,,,,,,,469,2165,control
A,L939525,Motacilla alba ,12,1,2004,"San Pablo, Sevilla",España,5,2,M. Vazquez,,,,,,,,,,Anillamiento
C,L939525,Motacilla alba ,2,8,2004,"Münchhausen Sintshausen, Giessen",Alemania,2,0,Extranjero,,,,,,,,203,1898,Encontrado muerto