Anilla,NombreEspecie,E,S,G,Ala,Peso,Tarso,Dia,Mes ,Año,Hora C,Hora F,Ancho tarso,Cola,Pico,Lugar,Municipio,Provincia,Anillador,Observaciones
2255150,Sylvia atricapilla,4,1,3,74.5,19.5,,6,11,1990,16,17,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
2255263,Sylvia atricapilla,4,2,3,70,,,14,1,1990,19,20,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
2255272,Sylvia atricapilla,5,1,3,,,,24,3,1990,18,19,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
2286625,Sylvia atricapilla,4,2,0,70.5,17.5,,4,1,1990,12,13,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2286627,Sylvia atricapilla,4,2,1,75,19.5,,4,1,1990,11,12,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2286631,Sylvia atricapilla,4,2,0,73.5,17.5,,4,1,1990,9,10,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2286634,Sylvia atricapilla,4,2,1,71.5,19.5,,4,1,1990,10,11,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
33854,Sylvia melanocephala,6,1,0,,,,30,1,1988,9,10,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
191314,Sylvia melanocephala,6,1,2,,,,12,2,1988,18,19,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
191364,Sylvia melanocephala,5,1,3,,,,26,12,1988,12,13,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
268004,Sylvia melanocephala,3,2,2,,,,30,10,1988,11,12,,,,Huerta La Libertad,Puebla del Rio,Sevilla,Manuel Vazquez,
309100,Sylvia melanocephala,6,1,5,,,,10,2,1990,18,19,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
309317,Sylvia melanocephala,4,1,0,58,,,29,7,1990,18,19,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,
309317,Sylvia melanocephala,4,1,1,58,,,9,9,1990,19,20,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,
4003522,Pica pica,4,0,,,,,17,11,1992,,,,,,El Acebuche,Almonte,Huelva,Hector Garrido,
4003522,Pica pica,4,0,,,,,19,10,1993,,,,,,El Acebuche,Almonte,Huelva,Hector Garrido,
2223884,Lanius senator,2,0,,,,,20,7,1989,,,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,Ahogado en alberca
191310,Phylloscopus collybita,4,0,1,56,,,12,2,1988,18,19,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
191317,Phylloscopus collybita,4,0,4,54,,,12,2,1988,17,18,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
191348,Phylloscopus collybita,4,0,3,,,,19,1,1988,18,19,,,,Vuelta Cojo,Puebla del Rio,Sevilla,Manuel Vazquez,
191382,Phylloscopus collybita,4,0,2,51,,,11,3,1988,16,17,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
191395,Phylloscopus collybita,4,0,4,54,,,11,3,1988,18,19,,,,Cerrado Chico,Puebla del Rio,Sevilla,Manuel Vazquez,
191410,Phylloscopus collybita,4,0,2,,,,31,1,1988,17,18,,,,Dehesa Carchena,Coria del Rio,Sevilla,Manuel Vazquez,
191428,Phylloscopus collybita,4,0,1,57,,,13,2,1988,18,19,,,,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,
191430,Phylloscopus collybita,4,0,1,57,,,13,2,1988,18,19,,,,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,
191617,Phylloscopus collybita,4,0,3,,,,31,8,1988,17,18,,,,Dehesa Carchena,Coria del Rio,Sevilla,Manuel Vazquez,
230369,Phylloscopus collybita,4,0,4,56,7,,26,12,1988,18,19,,,,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,
230369,Phylloscopus collybita,4,0,1,55,,,4,2,1989,19,20,,,,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,
230398,Phylloscopus collybita,3,0,2,55,6.5,,26,12,1988,18,19,,,,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,
231653,Phylloscopus collybita,4,0,3,55,,,11,3,1988,16,17,,,,Cerrado Chico,Puebla del Rio,Sevilla,Manuel Vazquez,
231699,Phylloscopus collybita,2,0,2,59,6.5,,26,12,1988,18,19,,,,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,
268014,Phylloscopus collybita,2,0,5,,,,30,10,1988,13,14,,,,Huerta La Libertad,Puebla del Rio,Sevilla,Manuel Vazquez,
268196,Phylloscopus collybita,2,0,1,,,,3,2,1989,13,14,,,,La Estrella,Palomares del Rio,Sevilla,Manuel Vazquez,
271043,Phylloscopus collybita,2,0,1,,,,25,1,1989,19,20,,,,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,
271093,Phylloscopus collybita,2,0,2,61,,,29,12,1988,18,19,,,,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,
272343,Phylloscopus collybita,4,0,3,54,,,10,12,1989,19,20,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
272369,Phylloscopus collybita,4,0,0,54.5,,,2,1,1989,19,20,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
272377,Phylloscopus collybita,4,0,3,53.5,,,2,1,1989,19,20,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
309633,Phylloscopus collybita,4,0,4,57,7.5,,6,11,1990,17,18,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
309704,Phylloscopus collybita,4,0,2,55,7,,6,11,1990,17,18,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
403294,Phylloscopus collybita,2,0,2,,,,16,12,1990,19,20,,,,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,
473006,Erithacus rubecula,5,0,,,,,29,1,1992,,,,,,La Algaida,Sanlucar de Barrameda,Cadiz,Particular,Cazada 
2195591,Erithacus rubecula,4,0,2,,,,5,12,1987,8,9,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2195581,Erithacus rubecula,3,0,0,,,,5,12,1987,9,10,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2255287,Erithacus rubecula,4,0,,,,,15,1,1991,,,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,Cazada por gato
2550945,Luscinia megarhynchos,2,0,,,,,1,9,1994,,,,,,Manecorro,Almonte,Huelva,JL Arroyo,
2550947,Luscinia megarhynchos,2,0,,,,,3,9,1994,,,,,,Manecorro,Almonte,Huelva,JL Arroyo,
309228,Muscicapa striata,4,0,1,,,,9,5,1990,13,14,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2168443,Phoenicurus ochruros,2,0,2,,,,3,1,1988,17,18,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2168444,Phoenicurus ochruros,6,1,1,,,,6,2,1988,17,18,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2168461,Phoenicurus ochruros,4,0,2,,,,31,1,1988,18,19,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2168462,Phoenicurus ochruros,4,0,1,,,,6,2,1988,17,18,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2220856,Phoenicurus ochruros,4,2,,,,,26,12,1988,12,13,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
231697,Luscinia svecica,6,1,2,71,,,28,2,1990,19,20,,,,Cerrado Chico,Puebla del Rio,Sevilla,Manuel Vazquez,
2219910,Luscinia svecica,4,2,3,72,16.5,,14,12,1988,18,19,,,,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,
271018,Erithacus rubecula,5,0,1,,,,25,1,1989,19,20,,,,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,
401183,Erithacus rubecula,5,0,0,,,,16,11,1990,11,12,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
403207,Erithacus rubecula,3,0,0,,,,23,12,1990,13,14,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,
403212,Erithacus rubecula,3,0,1,,,,23,12,1990,12,13,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,
403228,Erithacus rubecula,2,0,2,,,,23,12,1990,18,19,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,
403249,Erithacus rubecula,4,0,0,71,16.5,,4,1,1991,9,10,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
403707,Erithacus rubecula,4,0,1,,,,26,1,1991,13,14,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,
2035276,Erithacus rubecula,4,0,0,,,,5,12,1987,8,9,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2168474,Erithacus rubecula,5,0,3,,,,14,2,1988,17,18,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2168475,Erithacus rubecula,5,0,2,,,,14,2,1988,15,16,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2169070,Erithacus rubecula,2,0,0,,,,20,12,1987,12,13,,,,Dehesa Carchena,Coria del Rio,Sevilla,Manuel Vazquez,
2169861,Erithacus rubecula,5,0,2,,,,12,2,1987,17,18,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2219908,Erithacus rubecula,4,0,1,,,,11,3,1988,16,17,,,,Cerrado Chico,Puebla del Rio,Sevilla,Manuel Vazquez,
2255832,Erithacus rubecula,6,0,2,,,,27,12,1989,17,18,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
2255833,Erithacus rubecula,4,0,0,,,,14,12,1988,17,18,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
2285910,Erithacus rubecula,2,0,1,,,,23,12,1990,13,14,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,
2168717,Luscinia megarhynchos,3,0,2,,,,15,8,1988,8,9,,,,Huerta Santa Eufemia,Coria del Rio,Sevilla,Manuel Vazquez,
3005570,Turdus merula,3,2,3,,,,5,7,1987,7,8,,,,Huerta Daniel,Puebla del Rio,Sevilla,Manuel Vazquez,
3005661,Turdus merula,5,2,0,120,,,26,8,1990,8,9,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
3005663,Turdus merula,5,1,2,120,,,14,1,1990,19,20,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
3005667,Turdus merula,6,2,1,,,,30,3,1991,18,19,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
3005682,Turdus merula,3,0,1,,,,17,9,1990,13,14,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
3005690,Turdus merula,3,1,1,,,,4,10,1990,11,12,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
3027711,Turdus merula,5,2,1,,,,26,1,1991,18,19,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
3027803,Turdus merula,5,2,2,,,,7,2,1988,16,17,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
3027803,Turdus merula,5,2,2,,,,7,5,1988,17,18,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
3027807,Turdus merula,4,1,2,,,,13,2,1988,17,18,,,,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,
3027856,Turdus merula,3,0,1,,,,9,4,1988,18,19,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
3027868,Turdus merula,5,1,1,,,,2,1,1989,19,20,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
3027874,Turdus merula,4,1,1,,,,2,1,1989,19,20,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
3027874,Turdus merula,6,1,1,,,,29,3,1991,18,19,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
3027877,Turdus merula,6,2,3,,,,28,1,1989,18,19,,,,El Copero,Dos Hermanas ,Sevilla,Manuel Vazquez,
3027877,Turdus merula,6,2,1,,,,25,2,1990,19,20,,,,El Copero,Dos Hermanas ,Sevilla,Manuel Vazquez,
3090233,Turdus merula,2,0,,,,,4,9,1994,,,,,,Manecorro,Almonte,Huelva,JL Arroyo,
3090208,Turdus merula,4,2,,,,,12,8,1995,,,,,,El Rincon,Almonte,Huelva,JL Arroyo,
3005568,Turdus merula,3,1,,,,,8,9,1987,,,,,,Huerta Daniel,Puebla del Rio,Sevilla,Manuel Vazquez,Cazado
3090277,Turdus merula,4,0,,,,,13,6,1997,,,,,,La Escribana,Coria del Rio,Sevilla,Manuel Vazquez,Encontrado muerto
3027881,Turdus philomelos,4,0,1,113,,,8,11,1989,17,18,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
3027895,Turdus viscivorus,4,2,0,,,,11,5,1989,11,12,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
3064443,Turdus philomelos,2,0,,,,,19,1,1994,,,,,,Torrecuadros,Hinojos,Huelva,J Ayala,Cazado con escopeta
2372782,Parus major,4,2,,,,,12,1,1992,,,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,Muerto en red
2550948,Parus major,3,0,,,,,7,9,1994,,,,,,Manecorro,Almonte,Huelva,JL Arroyo,
230550,Parus cristatus,4,2,2,55,,,17,5,1989,19,20,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
309246,Parus cristatus,3,0,1,,,,12,8,1989,9,10,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
401026,Parus cristatus,4,0,1,,,,27,7,1990,8,9,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
230527,Parus caeruleus,4,2,0,59.5,,,20,5,1989,18,19,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
230535,Parus caeruleus,3,0,1,63,9.5,,5,12,1988,10,11,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
230544,Parus caeruleus,5,0,0,,,,27,7,1989,7,8,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
230554,Parus caeruleus,5,1,1,,,,27,7,1989,9,10,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
230557,Parus caeruleus,5,0,2,,,,20,4,1989,10,11,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
268305,Parus caeruleus,4,2,1,,,,27,7,1989,11,12,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
268331,Parus caeruleus,6,2,4,,,,20,4,1990,18,19,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
268340,Parus caeruleus,6,0,0,,,,29,8,1990,8,9,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
268342,Parus caeruleus,4,1,1,,,,27,7,1989,9,10,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
268351,Parus caeruleus,6,2,0,,,,27,7,1990,10,11,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
268366,Parus caeruleus,4,1,1,,,,27,7,1989,9,10,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
268380,Parus caeruleus,5,0,1,,,,2,7,1990,13,14,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
271380,Parus caeruleus,4,1,1,,,,27,7,1989,10,11,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
271384,Parus caeruleus,4,2,3,,,,20,4,1989,,,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
272335,Parus caeruleus,5,1,1,60,,,22,8,1989,11,12,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
309268,Parus caeruleus,5,0,0,,,,29,8,1990,9,10,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
309757,Parus caeruleus,4,0,0,,,,29,8,1990,8,9,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
309795,Parus caeruleus,3,0,0,,,,29,8,1990,8,9,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
401001,Parus caeruleus,3,0,1,59,9,,24,7,1990,11,12,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
401006,Parus caeruleus,3,0,2,61.5,9,,27,7,1990,10,11,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
401019,Parus caeruleus,4,0,1,,,,27,7,1990,10,11,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
401040,Parus caeruleus,3,0,1,,,,27,7,1990,12,13,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
3090212,Miliaria calandra,3,0,,,,,25,8,1994,,,,,,El Rincon,Almonte,Huelva,JL Arroyo,Atropellado
2035353,Parus major,3,0,2,,,,24,10,1987,17,18,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2168088,Parus major,5,0,2,,,,19,3,1988,17,18,,,,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,
2168828,Parus major,4,2,0,,,,24,3,1989,17,18,,,,La Estrella,Palomares del Rio,Sevilla,Manuel Vazquez,
2285903,Parus major,4,2,,,,,31,3,1991,10,11,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,
2286616,Parus major,2,2,3,,,,23,12,1990,13,14,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,
2286648,Parus major,4,1,1,,17,,31,3,1991,11,12,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,
309250,Aegithalos caudatus,3,0,1,,,,29,8,1989,8,9,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
309289,Aegithalos caudatus,3,0,0,,,,29,8,1989,9,10,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
271027,Remiz pendulinus,2,1,3,,,,29,12,1988,18,19,,,,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,
2223806,Sitta europaea,3,0,1,,,,26,7,1989,13,14,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2223807,Sitta europaea,4,1,1,83.5,,,27,8,1989,12,13,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2223810,Sitta europaea,4,0,0,,,,26,7,1989,13,14,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2284504,Sitta europaea,3,0,0,88.5,,,3,8,1989,12,13,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2284511,Sitta europaea,3,0,1,,,,12,8,1989,13,14,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2284512,Sitta europaea,3,0,0,,,,12,8,1989,12,13,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2284726,Sitta europaea,3,0,0,,,,27,7,1990,10,11,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2284739,Sitta europaea,2,0,0,,,,27,7,1990,11,12,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
230525,Certhia brachydactyla,4,0,0,,,,9,5,1989,9,10,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
230541,Certhia brachydactyla,4,1,0,,,,27,7,1989,9,10,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
268336,Certhia brachydactyla,4,0,1,,,,9,5,1990,11,12,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
271386,Certhia brachydactyla,4,0,1,,,,29,8,1989,10,11,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
271390,Certhia brachydactyla,4,1,1,,,,27,7,1990,11,12,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
308919,Certhia brachydactyla,4,0,1,,,,21,4,1990,15,16,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
308924,Certhia brachydactyla,4,2,1,,,,9,5,1990,11,12,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
309291,Certhia brachydactyla,5,0,0,,,,27,7,1990,10,11,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2219721,Passer domesticus,4,1,,,,,2,4,1997,,,,,,La Escribana,Coria del Rio,Sevilla,Manuel Vazquez,Encontrado muerto
2255837,Passer domesticus,4,1,2,,,,24,3,1990,19,20,,,,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,
2169150,Passer montanus,4,0,2,,,,13,2,1988,18,19,,,,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,
2169151,Passer montanus,4,0,2,,,,13,2,1988,18,19,,,,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,
2223860,Petronia petronia,4,2,0,,,,9,5,1990,11,12,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2284567,Petronia petronia,4,0,0,,,,29,9,1990,8,9,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2223841,Fringilla coelebs,4,1,,,,,3,7,1990,,,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,Encontrado muerto
2220943,Fringilla coelebs,4,1,0,,,,27,8,1989,11,14,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2220943,Fringilla coelebs,4,1,1,86.5,,,2,7,1990,11,12,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
2220946,Fringilla coelebs,4,1,0,,,,21,3,1989,10,11,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
268289,Serinus serinus,5,1,1,,,,9,5,1990,13,14,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
309055,Serinus serinus,5,1,0,,,,29,8,1990,8,9,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
309060,Serinus serinus,6,1,1,,,,8,5,1990,19,20,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
309240,Serinus serinus,6,2,1,71,,,4,7,1990,11,12,,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,
403744,Serinus serinus,4,1,1,,,,26,1,1991,14,15,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,
2286084,Carduelis chloris,3,1,0,,,,28,10,1990,12,13,,,,Puñana,Almensilla,Sevilla,Manuel Vazquez,
2168952,Carduelis chloris,3,2,,,,,27,11,1987,,,,,,Rio Viejo,Coria del Rio,Sevilla,Particular,Cazado
2550956,Carduelis chloris,4,1,,,,,22,9,1994,,,,,,Manecorro,Almonte,Huelva,JL Arroyo,
L174290,Carduelis cannabina,1,0,,,,,13,8,1998,,,,,,El Alcornocal,Los Palacios,Sevilla,Manuel Vazquez,Encontrado solo anilla
403736,Carduelis carduelis,2,2,1,,,,31,3,1991,10,11,,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,
403917,Carduelis carduelis,4,1,,,,,29,7,1992,,,,,,Valcaliente,Constantina,Sevilla,Sergio Gonzalez,Encontrado muerto
401170,Emberiza schoeniclus,4,0,,,,,27,12,1991,,,,,,Cerrado Chico,Puebla del Rio,Sevilla,Manuel Sosa,
271100,Emberiza schoeniclus,5,1,,,,,25,1,1989,19,20,,,,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,
2550942,Luscinia megarhynchos,4,0,,,,,24,5,1996,,,,,,Cañada de Los Pajaros,Puebla del Rio,Sevilla,Manuel Vazquez,