Anilla,NombreComun,NombreEspecie,Familia,Orden,Grupo,E,S,G,Ala,Peso,Dia,Mes,Año,Hora.C,Hora.F,Lugar,Municipio,Provincia,Anillador,Observaciones,FECHA,Observaciones simple
3027877,Eurasian Blackbird,Turdus merula,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,6,2,1.0,,,25,2,1990,19.0,20.0,El Copero,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-02-25,control
3090233,Eurasian Blackbird,Turdus merula,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,2,0,,,,4,9,1994,,,Manecorro,Almonte,Huelva,JL Arroyo,,1994-09-04,control
3090208,Eurasian Blackbird,Turdus merula,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,4,2,,,,12,8,1995,,,El Rincon,Almonte,Huelva,JL Arroyo,,1995-08-12,control
3005568,Eurasian Blackbird,Turdus merula,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,3,1,,,,8,9,1987,,,Huerta Daniel,Puebla del Rio,Sevilla,Manuel Vazquez,Cazado,1987-09-08,muerto
3090277,Eurasian Blackbird,Turdus merula,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,4,0,,,,13,6,1997,,,La Escribana,Coria del Rio,Sevilla,Manuel Vazquez,Encontrado muerto,1997-06-13,muerto
3027881,Song Thrush,Turdus philomelos,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,4,0,1.0,113.0,,8,11,1989,17.0,18.0,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1989-11-08,control
3027895,Mistle Thrush,Turdus viscivorus,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,4,2,0.0,,,11,5,1989,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-05-11,control
3064443,Song Thrush,Turdus philomelos,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,2,0,,,,19,1,1994,,,Torrecuadros,Hinojos,Huelva,J Ayala,Cazado con escopeta,1994-01-19,muerto
2372782,Great Tit,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,2,,,,12,1,1992,,,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,Muerto en red,1992-01-12,control
2550948,Great Tit,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",3,0,,,,7,9,1994,,,Manecorro,Almonte,Huelva,JL Arroyo,,1994-09-07,control
230550,Crested Tit,Lophophanes cristatus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,2,2.0,55.0,,17,5,1989,19.0,20.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-05-17,control
309246,Crested Tit,Lophophanes cristatus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",3,0,1.0,,,12,8,1989,9.0,10.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-12,control
401026,Crested Tit,Lophophanes cristatus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,0,1.0,,,27,7,1990,8.0,9.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
230527,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,2,0.0,59.5,,20,5,1989,18.0,19.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-05-20,control
230535,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",3,0,1.0,63.0,9.5,5,12,1988,10.0,11.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1988-12-05,control
230544,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",5,0,0.0,,,27,7,1989,7.0,8.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
230554,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",5,1,1.0,,,27,7,1989,9.0,10.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
230557,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",5,0,2.0,,,20,4,1989,10.0,11.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-04-20,control
268305,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,2,1.0,,,27,7,1989,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
268331,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",6,2,4.0,,,20,4,1990,18.0,19.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-04-20,control
268340,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",6,0,0.0,,,29,8,1990,8.0,9.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-08-29,control
268342,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,1,1.0,,,27,7,1989,9.0,10.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
268351,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",6,2,0.0,,,27,7,1990,10.0,11.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
268366,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,1,1.0,,,27,7,1989,9.0,10.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
268380,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",5,0,1.0,,,2,7,1990,13.0,14.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-02,control
271380,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,1,1.0,,,27,7,1989,10.0,11.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
271384,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,2,3.0,,,20,4,1989,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-04-20,control
272335,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",5,1,1.0,60.0,,22,8,1989,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-22,control
309268,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",5,0,0.0,,,29,8,1990,9.0,10.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-08-29,control
309757,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,0,0.0,,,29,8,1990,8.0,9.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-08-29,control
309795,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",3,0,0.0,,,29,8,1990,8.0,9.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-08-29,control
401001,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",3,0,1.0,59.0,9.0,24,7,1990,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-24,control
401006,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",3,0,2.0,61.5,9.0,27,7,1990,10.0,11.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
401019,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,0,1.0,,,27,7,1990,10.0,11.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
401040,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",3,0,1.0,,,27,7,1990,12.0,13.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
3090212,Corn Bunting,Emberiza calandra,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,3,0,,,,25,8,1994,,,El Rincon,Almonte,Huelva,JL Arroyo,Atropellado,1994-08-25,muerto
2035353,Great Tit,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",3,0,2.0,,,24,10,1987,17.0,18.0,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1987-10-24,control
2168088,Great Tit,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",5,0,2.0,,,19,3,1988,17.0,18.0,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-03-19,control
2168828,Great Tit,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,2,0.0,,,24,3,1989,17.0,18.0,La Estrella,Palomares del Rio,Sevilla,Manuel Vazquez,,1989-03-24,control
2285903,Great Tit,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,2,,,,31,3,1991,10.0,11.0,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1991-03-31,control
2286616,Great Tit,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",2,2,3.0,,,23,12,1990,13.0,14.0,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1990-12-23,control
2286648,Great Tit,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",4,1,1.0,,17.0,31,3,1991,11.0,12.0,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1991-03-31,control
309250,Long-tailed Tit,Aegithalos caudatus,Aegithalidae (Long-tailed Tits),Passeriformes,Long-tailed Tits and Bushtit,3,0,1.0,,,29,8,1989,8.0,9.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-29,control
309289,Long-tailed Tit,Aegithalos caudatus,Aegithalidae (Long-tailed Tits),Passeriformes,Long-tailed Tits and Bushtit,3,0,0.0,,,29,8,1989,9.0,10.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-29,control
271027,Eurasian Penduline-Tit,Remiz pendulinus,Remizidae (Penduline-Tits),Passeriformes,Penduline-Tits and Verdin,2,1,3.0,,,29,12,1988,18.0,19.0,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-12-29,control
2223806,Eurasian Nuthatch,Sitta europaea,Sittidae (Nuthatches),Passeriformes,Nuthatches,3,0,1.0,,,26,7,1989,13.0,14.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-26,control
2223807,Eurasian Nuthatch,Sitta europaea,Sittidae (Nuthatches),Passeriformes,Nuthatches,4,1,1.0,83.5,,27,8,1989,12.0,13.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-27,control
2223810,Eurasian Nuthatch,Sitta europaea,Sittidae (Nuthatches),Passeriformes,Nuthatches,4,0,0.0,,,26,7,1989,13.0,14.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-26,control
2284504,Eurasian Nuthatch,Sitta europaea,Sittidae (Nuthatches),Passeriformes,Nuthatches,3,0,0.0,88.5,,3,8,1989,12.0,13.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-03,control
2284511,Eurasian Nuthatch,Sitta europaea,Sittidae (Nuthatches),Passeriformes,Nuthatches,3,0,1.0,,,12,8,1989,13.0,14.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-12,control
2284512,Eurasian Nuthatch,Sitta europaea,Sittidae (Nuthatches),Passeriformes,Nuthatches,3,0,0.0,,,12,8,1989,12.0,13.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-12,control
2284726,Eurasian Nuthatch,Sitta europaea,Sittidae (Nuthatches),Passeriformes,Nuthatches,3,0,0.0,,,27,7,1990,10.0,11.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
2284739,Eurasian Nuthatch,Sitta europaea,Sittidae (Nuthatches),Passeriformes,Nuthatches,2,0,0.0,,,27,7,1990,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
230525,Short-toed Treecreeper,Certhia brachydactyla,Certhiidae (Treecreepers),Passeriformes,Treecreepers,4,0,0.0,,,9,5,1989,9.0,10.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-05-09,control
230541,Short-toed Treecreeper,Certhia brachydactyla,Certhiidae (Treecreepers),Passeriformes,Treecreepers,4,1,0.0,,,27,7,1989,9.0,10.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
268336,Short-toed Treecreeper,Certhia brachydactyla,Certhiidae (Treecreepers),Passeriformes,Treecreepers,4,0,1.0,,,9,5,1990,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-09,control
271386,Short-toed Treecreeper,Certhia brachydactyla,Certhiidae (Treecreepers),Passeriformes,Treecreepers,4,0,1.0,,,29,8,1989,10.0,11.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-29,control
271390,Short-toed Treecreeper,Certhia brachydactyla,Certhiidae (Treecreepers),Passeriformes,Treecreepers,4,1,1.0,,,27,7,1990,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
308919,Short-toed Treecreeper,Certhia brachydactyla,Certhiidae (Treecreepers),Passeriformes,Treecreepers,4,0,1.0,,,21,4,1990,15.0,16.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-04-21,control
308924,Short-toed Treecreeper,Certhia brachydactyla,Certhiidae (Treecreepers),Passeriformes,Treecreepers,4,2,1.0,,,9,5,1990,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-09,control
309291,Short-toed Treecreeper,Certhia brachydactyla,Certhiidae (Treecreepers),Passeriformes,Treecreepers,5,0,0.0,,,27,7,1990,10.0,11.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
2219721,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,4,1,,,,2,4,1997,,,La Escribana,Coria del Rio,Sevilla,Manuel Vazquez,Encontrado muerto,1997-04-02,muerto
2255837,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,4,1,2.0,,,24,3,1990,19.0,20.0,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-03-24,control
2169150,Eurasian Tree Sparrow,Passer montanus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,4,0,2.0,,,13,2,1988,18.0,19.0,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,,1988-02-13,control
2169151,Eurasian Tree Sparrow,Passer montanus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,4,0,2.0,,,13,2,1988,18.0,19.0,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,,1988-02-13,control
2223860,Rock Sparrow,Petronia petronia,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,4,2,0.0,,,9,5,1990,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-09,control
2284567,Rock Sparrow,Petronia petronia,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,4,0,0.0,,,29,9,1990,8.0,9.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-09-29,control
2223841,Common Chaffinch,Fringilla coelebs,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,,,,3,7,1990,,,Valcaliente,Constantina,Sevilla,Manuel Vazquez,Encontrado muerto,1990-07-03,muerto
2220943,Common Chaffinch,Fringilla coelebs,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,0.0,,,27,8,1989,11.0,14.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-27,control
2220943,Common Chaffinch,Fringilla coelebs,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,1.0,86.5,,2,7,1990,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-02,control
2220946,Common Chaffinch,Fringilla coelebs,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,0.0,,,21,3,1989,10.0,11.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-03-21,control
268289,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",5,1,1.0,,,9,5,1990,13.0,14.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-09,control
309055,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",5,1,0.0,,,29,8,1990,8.0,9.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-08-29,control
309060,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",6,1,1.0,,,8,5,1990,19.0,20.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-08,control
309240,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",6,2,1.0,71.0,,4,7,1990,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-04,control
403744,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,1.0,,,26,1,1991,14.0,15.0,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1991-01-26,control
2286084,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",3,1,0.0,,,28,10,1990,12.0,13.0,Puñana,Almensilla,Sevilla,Manuel Vazquez,,1990-10-28,control
2168952,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",3,2,,,,27,11,1987,,,Rio Viejo,Coria del Rio,Sevilla,Particular,Cazado,1987-11-27,muerto
2550956,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,,,,22,9,1994,,,Manecorro,Almonte,Huelva,JL Arroyo,,1994-09-22,control
L174290,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",1,0,,,,13,8,1998,,,El Alcornocal,Los Palacios,Sevilla,Manuel Vazquez,Encontrado solo anilla,1998-08-13,control
403736,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",2,2,1.0,,,31,3,1991,10.0,11.0,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1991-03-31,control
403917,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,,,,29,7,1992,,,Valcaliente,Constantina,Sevilla,Sergio Gonzalez,Encontrado muerto,1992-07-29,muerto
401170,Reed Bunting,Emberiza schoeniclus,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,4,0,,,,27,12,1991,,,Cerrado Chico,Puebla del Rio,Sevilla,Manuel Sosa,,1991-12-27,control
271100,Reed Bunting,Emberiza schoeniclus,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,5,1,,,,25,1,1989,19.0,20.0,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1989-01-25,control
2550942,Common Nightingale,Luscinia megarhynchos,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,4,0,,,,24,5,1996,,,Cañada de Los Pajaros,Puebla del Rio,Sevilla,Manuel Vazquez,,1996-05-24,control
